tweets,Subjectivity,Polarity,Analysis
: I'm pleased to say that Murdoch's Peta Credlin -- the Liberal Party mouthpiece masquerading as a journalist -- has settled my…,1.0,0.5,1
Dozens of Horses Dead in New York—Take Action! ,0.3181818181818182,0.020454545454545447,1
Tule Elk at Point Reyes National Seashore May Be Killed to Appease Ranchers! ,0.0,-0.25,-1
USDA Finds Agony for Monkeys at Johns Hopkins ,0.0,0.0,0
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
"Animals Reportedly Stepped On, Crushed, and Boiled to Death at SeaQuest—Take Action Now ",0.1,0.0,0
This is the look of a cat that's given up on life because wet food is an hour too late and he has almost passed out from starvation. Don't tell peta. cat cats ,0.5,-0.2,-1
URGENT: Urge Permanent Reassignment of Officer Filmed Dragging Injured Dog ,0.0,0.0,0
": Testing on animals is bad science. 
Join us in paving the way for better, more efficient, animal-free medical future: ",0.3583333333333333,0.06000000000000003,1
Universities need to do more to protect scientists from extremist groups like PETA who do not know anything about science.,0.5,0.5,1
"PETA is best known for lying with their full chest on their poorly written website articles, comparing ""speciesism"" to racism (no joke!), trying to post photos out of context to rile up the public, and recruiting misogynists to help them attack women in STEM fields. Horrible. ",0.5033333333333333,-0.02999999999999998,-1
Urge Virginia Tech to Release Ailing Turkeys to a Sanctuary! ,0.0,0.0,0
Ask Oscar Mayer to Hold the Bologna and Make Vegan Meats ,0.0,0.0,0
: What if PETA approved a product but that product used a plant that a particular animal needs to survive and the company…,0.3333333333333333,0.16666666666666666,1
"Urge City of Rockville, Maryland, to End Cruel Deer Killing Program! ",1.0,-1.0,-1
: _UNIFICATION _official _HQ   Are you interested in stopping cruelty  or…,0.5,0.25,1
:   guys can i ratio peta ,0.0,0.0,0
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
Urge OpulenceMD Beauty to Stop Supporting Violence Against Minks ,0.25,0.25,1
: When Peta Credlin mentioned baseball bats and the Victorian govt where was the outrage from Australian journalists ? Did I…,0.0,0.0,0
URGENT: Urge Officials to Stop Gassing Animals at Green River Animal Shelter in Wyoming ,0.3,-0.2,-1
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
Are you a European citizen? Help save cruelty-free cosmetics!  SaveCrueltyFreeCosmetics EndAnimalTesting,0.0,0.0,0
Help End the Suffering of Bettas by Telling Korean Air and EVA Air: Enough! ,0.5,0.0,0
": Testing on animals is bad science. 
Join us in paving the way for better, more efficient, animal-free medical future: ",0.3583333333333333,0.06000000000000003,1
Tell Drugmaker Sanofi to Stop Near-Drowning Test on Mice ,0.0,0.0,0
Urge the International Olympic Committee to Ban All Equestrian Events ,0.0,0.0,0
Tule elk at Point Reyes National Seashore may be killed to appease ranchers! Speak up:  via ,0.0,-0.25,-1
"Marmosets Die, UMass Experimenter Collects $3.8 Million in Tax Money ",0.0,0.0,0
   Like if you'd motorboat those cow tiddies,0.16666666666666666,-0.13333333333333333,-1
might need a new pc...,0.45454545454545453,0.13636363636363635,1
me and who ,0.0,0.0,0
Demand Facility From Viral Alligator Bite Video Shuts Down Its Petting Zoo ,0.2888888888888889,-0.15555555555555559,-1
 unblock me,0.0,0.0,0
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
Urge RUDSAK to Go Fur-Free! ,0.0,0.0,0
": NEW: Activision Blizzard workers are accusing the company of ""union busting"" and ""intimidation.""

A current employee said th…",0.42727272727272725,0.06818181818181818,1
Top Horse Trainer Agrees to Settle Federal Lawsuit on Worker Wage Theft  a través de ,0.5,0.5,1
PETA to Wamos Air: Don’t Ship Monkeys to Labs ,0.0,0.0,0
": “I find it shocking that wearing fur isn’t completely outlawed at this point in 2021.”

 wouldn’t wear …",0.7,-0.45,-1
Horses Are Suffering in NYC: Help End the Carriage Trade Now ,0.0,0.0,0
dam peta thats hot asf ,0.8500000000000001,0.25,1
Take Action: Trainer Beats Racehorse With a Plastic Pitchfork ,0.1,0.1,1
": that's like going to a fur coat event, rocking a fur coat but writing LONG LIVE PETA on your jacket, is she well?",0.45,0.043181818181818175,1
" If any of our children have gotten or spread Covid since school began, thank . He could have allowed this to go into effect 10 days ago. But he didn't. Because he couldn't care less about our children unless it suits his own political agenda.",0.3888888888888889,0.14444444444444446,1
Urge Kent State University to Halt Irresponsible Balloon Releases ,0.0,0.0,0
Grocers across the country are rushing to distance themselves from forced monkey labor. So why does Lotte continue to sell milk made with coconuts picked by captive primates? Speak up!  via ,0.26666666666666666,-0.03333333333333335,-1
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
Urge Chinese Retailer Meters/bonwe to Stop Selling Fur ,0.0,0.0,0
": Peta India , The Epitome Of Hypocrisy

Pic 1: Requests PM To Declare  ""Gandhi Jayanti "" as  ""National Meat Free Day ""

Pic 2:…",0.8,0.4,1
Manila Zoo's Mali the Elephant Needs Your Help ,0.0,0.0,0
: The best part of the introductions this weekend: The sound of the fans and  and  waiting for .…,0.35,0.7,1
 I just bought a box of your ForceFlex™️ trash bags and all of them are open at the bottom. What are you going to do about this?,0.5,0.0,0
New King of Pain Tapped to Lead Horrific Dog Lab at Texas A&amp;M ,0.7272727272727273,-0.4318181818181818,-1
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
BREAKING: Australian Crocodile Skins Industry Exposed - News - PETA Australia ,0.0,0.0,0
Urge the FDA to End Painful Tests on Animals ,0.9,-0.7,-1
: When Peta Credlin mentioned baseball bats and the Victorian govt where was the outrage from Australian journalists ? Did I…,0.0,0.0,0
Watch out for  ,0.0,0.0,0
" PETA, proving meat consumers right, one furry porn post at a time 😎",0.5357142857142857,0.2857142857142857,1
Animals Abused for Tourists' Cheap Photos and Entertainment ,0.7,0.4,1
": “I find it shocking that wearing fur isn’t completely outlawed at this point in 2021.”

 wouldn’t wear …",0.7,-0.45,-1
   bitches hid my reply,0.0,0.0,0
Bear Necessities: Tell the USDA to Ban Bear Pits Now ,0.0,0.0,0
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
Urge the San Antonio Bowl Association to 'Remember the Alamo' and Not Support SeaWorld! ,0.0,0.0,0
 please do something about  ,0.0,0.0,0
   put ur meat in my mouth,0.0,0.0,0
  You’re a fraudulent organization,0.0,0.0,0
Urge Shriners International to Oppose Cruel Animal Circuses! ,0.5,-0.5,-1
"_0_0:         Why have you hidden this comment?
…",0.3333333333333333,-0.16666666666666666,-1
The guy that hit his dog with a hammer and shot him got 90 days house arrest??? Where is  cause 90 days ain't nowhere enough....,0.25,-0.025,-1
" fingers crossed that PETA doesn't block me because I admitted ""I'm not the biggest fan of what PETA does to people who don't support them, or aren't vegan."" ",0.0,0.0,0
  _ssb   Well actually they killed him.,0.05,-0.1,-1
: when will PETA stop posting furry porn as an argument...,0.0,0.0,0
:   Damn bro that was mad funny ,1.0,-0.1875,-1
Shut the fuck up… please shut the fuck up ,0.6,-0.4,-1
": My uncle works at Nintendo and sent me these pictures of the Smash Ultimate beta used to test new DLC characters 😮

The last Fig…",0.5070707070707071,0.04545454545454545,1
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
"_Faelen  PETA made a few 'leaks' about their mascot being in Smash, which instantly backfired on them with a significant drop in stock prices, public scrutiny, etc.",0.4270833333333333,0.04375,1
": Have you joined our 3 week VeganChallenge yet?

Whether you’re just starting or closing out your 3 weeks,  has th…",0.1,0.0,0
   &gt;not knowing what a figure of speech is,0.0,0.0,0
_GOATjo   Knowing them you’re probably right tbh,0.5357142857142857,0.2857142857142857,1
   In what way?,0.0,0.0,0
"_grace70 Wow, when using the word “transformation” is exactly the correct word! Well done",0.625,0.20625,1
This is horrendos stop buying fur and clothe made with animal hair💔💔💔💔💔💔💔💔💔💔 ,0.0,0.0,0
when will PETA stop posting furry porn as an argument... ,0.0,0.0,0
   You're a disgrace to the transformers fanbase. Ratio.,0.0,0.0,0
:   guys can i ratio peta ,0.0,0.0,0
   (old days intensifies),0.2,0.1,1
 _mahlburg Peta Credlin was ALL about wielding as much power as possible and centralising it in Canberra. Nothing has changed,0.6,0.1,1
"Ver ""0621 16:9 DEVO Summer Dog Houses Edit VL PETA"" en YouTube ",0.0,0.0,0
_Man018   what the fuck is sonic then?,0.6,-0.4,-1
": Sharks have been widely misconstrued as dangerous predators... But, when you look at the numbers it’s obvious that horror movie…",0.6,-0.2333333333333333,-1
"  I know Peta isn't the most trustworthy organisation out there, nor am I vegan, but can you guys please stop making fun of them? It's not funny and they've moved past killing animals.",0.4875,0.10625000000000001,1
Kinky ,0.0,0.0,0
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
Moo moo mommy milkers 😋 ,0.0,0.0,0
": Leigh Sales from Sydney, popped up in Melbourne presser and got stuck into Dan Andrews, just like Peta Credlin did.

Has she e…",0.0,0.0,0
     On arrival of the said train at GDR RS on duty RPF staff attended the said coach escort staff of Chennai division they are recovered the same and handed over to RPF Post of Naidu peta of S Railway. the same was informed to DSCR/MAS,0.125,0.0,0
: BillieElish used red carpets for animals 💞💞💕,0.0,0.0,0
PETA posted furry porn on main 🤔 ,0.3333333333333333,0.16666666666666666,1
Woodhouse? ,0.0,0.0,0
"That quilt was made from the dead bodies of the Sesame Street cast and the interior was made from the skin of Clifford the big red dog 

 ",0.16666666666666666,-0.06666666666666667,-1
  That's why PETA is such a twisted company: They are total hypocrites. 🥓,0.75,-0.16666666666666666,-1
  sure homeboy,0.8888888888888888,0.5,1
_: Watch this. Never support seaworld,0.0,0.0,0
   They will fail sadly,0.6499999999999999,-0.5,-1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
   Peta does wonderful work and am very happy  that Oscar de la Renta has gone fur free. Thank you Billie Eilish! We need more people with clout like you.  Nanni🙏🌈,0.825,0.75,1
Exciting new job opportunity with the  Foundation --  Captive Wildlife Advocacy Specialist ,0.6181818181818182,0.21212121212121213,1
"  _real Yea, peta actually tweeted that",0.2,0.1,1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
Take Action: Trainer Beats Racehorse With a Plastic Pitchfork ,0.1,0.1,1
:     Stay away from my milk ,0.0,0.0,0
"_club: Pamela Anderson Donates $100,000 To Animal Rights Group PETA, And More Vegan Celebrity News ",0.5,0.5,1
": Have you joined our 3 week VeganChallenge yet?

Whether you’re just starting or closing out your 3 weeks,  has th…",0.1,0.0,0
"No, I'm a furry ",0.0,0.0,0
: Mommy ? Sorry. Mommy? Sorry. Mommy?,1.0,-0.5,-1
Indonesia: Close 'Zoo of Death'! ,0.0,0.0,0
" Exactly. In fact, the President of PETA is a diabetic.... as in, relies on insulin.... developed thanks to canine research",0.25,0.18333333333333335,1
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
Dolce &amp; Gabbana Exposed: Investigation Reveals Rabbits Are Tortured for 'Orylag Fur' ,0.0,0.0,0
": Looks weird right? 

It's what you're doing if you drink cow's milk ✋ Raise your hand if you know that humans shouldn’t be drinki…",0.5674603174603174,-0.11587301587301586,-1
  Challenge for you PETA: Stop killing innocent dogs.,0.7,0.5,1
6 Horses Dead: Take Action Now to End Calgary Stampede's Chuckwagon Racing! ,0.25,-0.037500000000000006,-1
: The 78 chimps at HSUS's  languish in concrete enclosures for all but 10 hrs/week.  - Please stop…,0.30000000000000004,0.15000000000000002,1
Tell the San Diego Bowl Game Association That There's Nothing Sporting About SeaWorld! ,0.4,-0.5,-1
": Have you joined our 3 week VeganChallenge yet?

Whether you’re just starting or closing out your 3 weeks,  has th…",0.1,0.0,0
whoever’s responsible for this needs at least one life sentence ,0.47500000000000003,-0.04999999999999999,-1
